0 0 0.00000000000000e+00
0 1 4.09808064150820e+02
0 2 7.81743618576832e+02
0 3 1.44963467675127e+03
0 4 2.46236421812856e+03
0 5 3.88460786839977e+03
0 6 5.78364529367162e+03
0 7 8.22749425358943e+03
0 8 1.12844475874382e+04
0 9 1.50229197913697e+04
0 10 1.95113859460365e+04
0 11 2.48183540679875e+04
0 12 3.10123513322818e+04
0 13 3.81619166754433e+04
0 14 4.63355965792193e+04
0 15 5.56019425464130e+04
0 16 6.60295095263789e+04
0 17 7.76868548980200e+04
0 18 9.06425377929072e+04
0 19 1.04965118632890e+05
0 20 1.20723158806942e+05
0 21 1.37985220440787e+05
0 22 1.56819866229722e+05
0 23 1.77295659315444e+05
0 24 1.99481163194099e+05
0 25 2.23444941646875e+05
0 26 2.49255558687178e+05
0 27 2.76981578520280e+05
0 28 3.06691565512247e+05
0 29 3.38454084166533e+05
1 0 4.09808064150820e+02
1 1 0.00000000000000e+00
1 2 2.38043282030175e+03
1 3 5.23042709301071e+03
1 4 9.64277333132766e+03
1 5 1.59476494524552e+04
1 6 2.44747092743040e+04
1 7 3.55533608128078e+04
1 8 4.95128808584220e+04
1 9 6.66824699120979e+04
1 10 8.73912813074548e+04
1 11 1.11968437805401e+05
1 12 1.40743041587057e+05
1 13 1.74044180542141e+05
1 14 2.12200932372091e+05
1 15 2.55542367350084e+05
1 16 3.04397550226792e+05
1 17 3.59095541576405e+05
1 18 4.19965398766561e+05
1 19 4.87336176669903e+05
1 20 5.61536928194420e+05
1 21 6.42896704684792e+05
1 22 7.31744556230196e+05
1 23 8.28409531903501e+05
1 24 9.33220679949806e+05
1 25 1.04650704793668e+06
1 26 1.16859768287600e+06
1 27 1.29982163132436e+06
1 28 1.44050793946635e+06
1 29 1.59098565318725e+06
2 0 7.81743618576832e+02
2 1 2.38043282030175e+03
2 2 0.00000000000000e+00
2 3 1.33130422974641e+04
2 4 2.38590207321350e+04
2 5 3.87968557735337e+04
2 6 5.88787973450325e+04
2 7 8.48564430874973e+04
2 8 1.17481000991016e+05
2 9 1.57503432882011e+05
2 10 2.05674538299530e+05
2 11 2.62745006058767e+05
2 12 3.29465447244942e+05
2 13 4.06586417035119e+05
2 14 4.94858429541514e+05
2 15 5.95031968155417e+05
2 16 7.07857492910054e+05
2 17 8.34085445820655e+05
2 18 9.74466254822987e+05
2 19 1.12975033672247e+06
2 20 1.30068809943281e+06
2 21 1.48802994369731e+06
2 22 1.69252626442766e+06
2 23 1.91492745175719e+06
2 24 2.15598389187846e+06
2 25 2.41644596771627e+06
2 26 2.69706405947475e+06
2 27 2.99858854508765e+06
2 28 3.32176980059157e+06
2 29 3.66735820044429e+06
3 0 1.44963467675127e+03
3 1 5.23042709301071e+03
3 2 1.33130422974641e+04
3 3 0.00000000000000e+00
3 4 4.78193611877636e+04
3 5 7.71535523343789e+04
3 6 1.16476881865689e+05
3 7 1.67238589773892e+05
3 8 2.30886957459558e+05
3 9 3.08869627299627e+05
3 10 4.02633802341283e+05
3 11 5.13626375509632e+05
3 12 6.43294015746670e+05
3 13 7.93083226949979e+05
3 14 9.64440389231442e+05
3 15 1.15881178838903e+06
3 16 1.37764363734227e+06
3 17 1.62238209197696e+06
3 18 1.89447326303033e+06
3 19 2.19536322512574e+06
3 20 2.52649802372430e+06
3 21 2.88932368053527e+06
3 22 3.28528619777017e+06
3 23 3.71583156152159e+06
3 24 4.18240574447240e+06
3 25 4.68645470808738e+06
3 26 5.22942440440354e+06
3 27 5.81276077750694e+06
3 28 6.43790976475890e+06
3 29 7.10631729783421e+06
4 0 2.46236421812856e+03
4 1 9.64277333132766e+03
4 2 2.38590207321350e+04
4 3 4.78193611877636e+04
4 4 0.00000000000000e+00
4 5 1.34992049878104e+05
4 6 2.03200153163177e+05
4 7 2.91147422068350e+05
4 8 4.01324648246569e+05
4 9 5.36221255188287e+05
4 10 6.98325695860597e+05
4 11 8.90125720042451e+05
4 12 1.11410855822191e+06
4 13 1.37276105079268e+06
4 14 1.66856974057645e+06
4 15 2.00402094024080e+06
4 16 2.38160078220335e+06
4 17 2.80379525610368e+06
4 18 3.27309023730980e+06
4 19 3.79197150886558e+06
4 20 4.36292477857428e+06
4 21 4.98843569243408e+06
4 22 5.67098984530376e+06
4 23 6.41307278944696e+06
4 24 7.21717004143531e+06
4 25 8.08576708777089e+06
4 26 9.02134938950392e+06
4 27 1.00264023860578e+07
4 28 1.11034114984163e+07
4 29 1.22548621318190e+07
5 0 3.88460786839977e+03
5 1 1.59476494524552e+04
5 2 3.87968557735337e+04
5 3 7.71535523343789e+04
5 4 1.34992049878104e+05
5 5 0.00000000000000e+00
5 6 3.24967299868791e+05
5 7 4.65014717598534e+05
5 8 6.40368867455595e+05
5 9 8.54976478486412e+05
5 10 1.11278243398435e+06
5 11 1.41773025070052e+06
5 12 1.77376241714693e+06
5 13 2.18482063660210e+06
5 14 2.65484600453617e+06
5 15 3.18777914012519e+06
5 16 3.78756028509923e+06
5 17 4.45812937899237e+06
5 18 5.20342611710590e+06
5 19 6.02738999564238e+06
5 20 6.93396034720372e+06
5 21 7.92707636897346e+06
5 22 9.01067714528522e+06
5 23 1.01887016658452e+07
5 24 1.14650888405616e+07
5 25 1.28437775117006e+07
5 26 1.43287064639287e+07
5 27 1.59238144326672e+07
5 28 1.76330401110864e+07
5 29 1.94603221560273e+07
6 0 5.78364529367162e+03
6 1 2.44747092743040e+04
6 2 5.88787973450325e+04
6 3 1.16476881865689e+05
6 4 2.03200153163177e+05
6 5 3.24967299868791e+05
6 6 0.00000000000000e+00
6 7 6.97257218495897e+05
6 8 9.59574348388402e+05
6 9 1.28052775959425e+06
6 10 1.66600437659437e+06
6 11 2.12188875235955e+06
6 12 2.65406362610203e+06
6 13 3.26841033173524e+06
6 14 3.97080910122007e+06
6 15 4.76713929285160e+06
6 16 5.66327956519838e+06
6 17 6.66510801116229e+06
6 18 7.77850226240902e+06
6 19 9.00933957152637e+06
6 20 1.03634968772541e+07
6 21 1.18468508567239e+07
6 22 1.34652779676299e+07
6 23 1.52246544825302e+07
6 24 1.71308565169512e+07
6 25 1.91897600525705e+07
6 26 2.14072409564717e+07
6 27 2.37891749972460e+07
6 28 2.63414378585277e+07
6 29 2.90699051504901e+07
7 0 8.22749425358943e+03
7 1 3.55533608128078e+04
7 2 8.48564430874973e+04
7 3 1.67238589773892e+05
7 4 2.91147422068350e+05
7 5 4.65014717598534e+05
7 6 6.97257218495897e+05
7 7 0.00000000000000e+00
7 8 1.37047978776244e+06
7 9 1.82824631512561e+06
7 10 2.37796470930659e+06
7 11 3.02801623669752e+06
7 12 3.78677923067194e+06
7 13 4.66262972253289e+06
7 14 5.66394191728442e+06
7 15 6.79908855660063e+06
7 16 8.07644119881824e+06
7 17 9.50437043717138e+06
7 18 1.10912460715498e+07
7 19 1.28454372449064e+07
7 20 1.47753125525064e+07
7 21 1.68892401301266e+07
7 22 1.91955877257860e+07
7 23 2.17027227584962e+07
7 24 2.44190123667066e+07
7 25 2.73528234484990e+07
7 26 3.05125226951561e+07
7 27 3.39064766193625e+07
7 28 3.75430515790247e+07
7 29 4.14306137975584e+07
8 0 1.12844475874382e+04
8 1 4.95128808584220e+04
8 2 1.17481000991016e+05
8 3 2.30886957459558e+05
8 4 4.01324648246569e+05
8 5 6.40368867455594e+05
8 6 9.59574348388402e+05
8 7 1.37047978776244e+06
8 8 0.00000000000000e+00
8 9 2.51348669774911e+06
8 10 3.26861487397631e+06
8 11 4.16150019116610e+06
8 12 5.20364229865878e+06
8 13 6.40653732382491e+06
8 14 7.78167857027829e+06
8 15 9.34055705719919e+06
8 16 1.10946619400796e+07
8 17 1.30554808420587e+07
8 18 1.52345001171715e+07
8 19 1.76432050612460e+07
8 20 2.02930800821807e+07
8 21 2.31956088384444e+07
8 22 2.63622743524988e+07
8 23 2.98045591043040e+07
8 24 3.35339451088807e+07
8 25 3.75619139810286e+07
8 26 4.18999469896499e+07
8 27 4.65595251036072e+07
8 28 5.15521290306164e+07
8 29 5.68892392505012e+07
9 0 1.50229197913697e+04
9 1 6.66824699120979e+04
9 2 1.57503432882011e+05
9 3 3.08869627299627e+05
9 4 5.36221255188287e+05
9 5 8.54976478486412e+05
9 6 1.28052775959425e+06
9 7 1.82824631512561e+06
9 8 2.51348669774911e+06
9 9 0.00000000000000e+00
9 10 4.35788911429681e+06
9 11 5.54770601774446e+06
9 12 6.93635827193490e+06
9 13 8.53915784724201e+06
9 14 1.03714125815137e+07
9 15 1.24484269397402e+07
9 16 1.47855026128627e+07
9 17 1.73979389938295e+07
9 18 2.03010335591427e+07
9 19 2.35100821770126e+07
9 20 2.70403793580306e+07
9 21 3.09072184604861e+07
9 22 3.51258918596121e+07
9 23 3.97116910879503e+07
9 24 4.46799069524526e+07
9 25 5.00458296327047e+07
9 26 5.58247487637790e+07
9 27 6.20319535064914e+07
9 28 6.86827326072423e+07
9 29 7.57923744493615e+07
10 0 1.95113859460365e+04
10 1 8.73912813074548e+04
10 2 2.05674538299530e+05
10 3 4.02633802341283e+05
10 4 6.98325695860597e+05
10 5 1.11278243398435e+06
10 6 1.66600437659437e+06
10 7 2.37796470930659e+06
10 8 3.26861487397631e+06
10 9 4.35788911429681e+06
10 10 0.00000000000000e+00
10 11 7.21198139715946e+06
10 12 9.01661017500149e+06
10 13 1.10994882891115e+07
10 14 1.34805038670665e+07
10 15 1.61795402760036e+07
10 16 1.92164769383497e+07
10 17 2.26111899860474e+07
10 18 2.63835527891737e+07
10 19 3.05534363860959e+07
10 20 3.51407098358456e+07
10 21 4.01652405086271e+07
10 22 4.56468943267473e+07
10 23 5.16055359655829e+07
10 24 5.80610290221293e+07
10 25 6.50332361570952e+07
10 26 7.25420192153160e+07
10 27 8.06072393283019e+07
10 28 8.92487570019477e+07
10 29 9.84864321920424e+07
11 0 2.48183540679875e+04
11 1 1.11968437805401e+05
11 2 2.62745006058767e+05
11 3 5.13626375509632e+05
11 4 8.90125720042451e+05
11 5 1.41773025070052e+06
11 6 2.12188875235955e+06
11 7 3.02801623669752e+06
11 8 4.16150019116610e+06
11 9 5.54770601774446e+06
11 10 7.21198139715946e+06
11 11 0.00000000000000e+00
11 12 1.14760627740124e+07
11 13 1.41265028644976e+07
11 14 1.71562844850955e+07
11 15 2.05907056552524e+07
11 16 2.44550589918942e+07
11 17 2.87746325763100e+07
11 18 3.35747106599105e+07
11 19 3.88805742425707e+07
11 20 4.47175015495087e+07
11 21 5.11107684268506e+07
11 22 5.80856486715745e+07
11 23 6.56674143082070e+07
11 24 7.38813358220653e+07
11 25 8.27526823568175e+07
11 26 9.23067218826451e+07
11 27 1.02568721340054e+08
11 28 1.13563946763350e+08
11 29 1.25317663387318e+08
12 0 3.10123513322818e+04
