0	-3397.87784151301
1	-12992.061647191778
2	-29422.224966731
3	-52567.77192666901
4	-81779.49505805795
5	-115964.148641938
6	-153625.14010295828
7	-192885.32095674874
8	-231501.06420517442
9	-266871.5793825133
10	-296045.3993495378
