0 0 0 0 3.28257070127034e-01 
0 0 1 1 3.64730077918927e-01 
0 0 2 2 3.56440757966224e-01 
0 0 3 3 3.53125029985143e-01 
0 0 4 4 3.51467165994602e-01 
1 1 0 0 2.06680377487392e-01 
1 1 1 1 2.68205552247453e-01 
1 1 2 2 2.73126513616201e-01 
1 1 3 3 2.49674316975411e-01 
1 1 4 4 2.31725846015195e-01 
2 2 0 0 1.97672649805455e-01 
2 2 1 1 2.28766809983594e-01 
2 2 2 2 2.56592609723238e-01 
2 2 3 3 2.67579248073249e-01 
2 2 4 4 2.57941866996925e-01 
3 3 0 0 1.94240081885993e-01 
3 3 1 1 2.28126821852642e-01 
3 3 2 2 2.36918237756766e-01 
3 3 3 3 2.58299946480481e-01 
3 3 4 4 2.70785169478333e-01 
4 4 0 0 1.92560639348274e-01 
4 4 1 1 2.27781038791758e-01 
4 4 2 2 2.39096618409733e-01 
4 4 3 3 2.44315468990749e-01 
4 4 4 4 2.62069015336320e-01 
