0 1.00000000000000e+00 
0 2.26862040601988e+03 
1 2.00000000000000e-01 
2 1.15474473736873e-03 
3 6.07498943417643e-06 
4 3.21465008336067e-08 
5 1.72333361653671e-10 
6 1.01670833031162e-12 
7 6.91128337114465e-14 
8 3.53936582938064e-14 
9 2.85162242741985e-14 
