0 3.60000000000000e+01 
1 4.00000000000000e+00 
2 2.67897676303284e+02 
3 4.63929568037006e+02 
4 6.61707857920066e+02 
5 8.48937228626014e+02 
6 9.70610387363885e+02 
7 9.18770033625933e+02 
8 6.49375866270748e+02 
9 3.35644593648746e+02 
10 1.22071224924506e+02 
